year,query,determination_ref,candidate_reason
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/00d2cfd483/ca-221_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/01e214905d/ca-233_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/02af0512f1/ca-149_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/02db4e8f25/aa-175_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/06b10ce669/aa-334_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/084ca476b6/aa-16_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/0995c4af2a/aa-397_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/0e11981683/ca-145a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/0e3be30528/wa-105_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/11c580ddce/aa-443_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/12cbaf47b5/wa-59_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1532e729b2/ca-4a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1767383d77/aa-13a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1881588178/wa-98_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/19e382f0c9/aa-220_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1b27242cd5/ca-55_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1c3d59311e/ca-147a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1f0d46db80/aa-308_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/1fbdab7dfc/wa-19_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/20e4971f6f/aa-404_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/23374f22aa/wa-22_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/242db0e87e/aa-348_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/243ddd04f7/ca-171a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/268d2df71b/aa-190_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/27256f5cec/aa-82a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/27a148511c/aa-10_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/2cb445883e/wa-42_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/2e65c23368/wa-142_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/325904819e/aa-383_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/33b8bd0fc8/ca-113_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/33f1d00199/aa-67_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/3618b4e4fa/aa-65a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/36da33dddc/ca-74_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/38944613b1/ca-217_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/3ab3447183/aa-392_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/3bf6743f5a/ca-68a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/3d27bfc3a1/aa-238_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/3fe2c1b616/aa-327a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4455c28b24/ca-220_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/48114a6216/ca-166a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/49cef68020/aa-352_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4a0144b801/ca-100_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4a847598aa/aa-143_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4b3b2bfc83/aa-319_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4c380e86b9/aa-232_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4ffb250113/aa-74_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/4ffbd1d617/aa-219_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/53d6395fad/aa-178_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/545a049bd0/wa-33_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/55468a04a6/aa-53_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/5a207b8030/aa-256_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/5bbc140a6c/wa-146_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/5cc43660c6/aa-62_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/5eb5301e22/ca-95_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/5ecfb0120d/aa-56a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/62fc7d8416/ca-199_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/63097fd1a1/aa-248_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/63e689ef50/aa-54a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/667e0000d0/aa-273a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/66b77cbba2/ca-91a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/67988a3749/ca-196_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/68b5e370de/wa-153_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/69d99c9a21/aa-112_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6bb180a865/aa-44a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6c28508d9e/aa-371_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6cdf88f507/wa-197_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6ef03d2687/ca-207_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6f1697cef1/aa-289_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/6ffa1c5850/wa-131_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/710424d723/wa-184_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/71cc11afb7/aa-467_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/724b7dc30e/ca-7_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/72cc1173cb/wa-174_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/74e6f415c8/aa-459a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/759506c454/ca-35_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/767906c9a8/ca-105a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/76a1da0ecb/aa-522_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/76b6522a55/wa-141_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7759e685c5/aa-247_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/77dcbb4c89/wa-146a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7843623033/ca-65_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/786b9b236f/wa-139_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7892286156/aa-114a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/79ba8e75fe/ca-111_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7b807dd030/ca-10_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7cae40e5cd/aa-167_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/7d1c62d319/ca-15_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/8330652faa/wa-85a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/835b7350ed/wa-20_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/83f14f9888/wa-133_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/84aa9dd3df/aa-448_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/86f07868de/aa-105_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/8b01fb1a35/aa-369a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/8de53d844d/aa-173_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/8ed6cf60e3/ca-56_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/90363a5524/aa-48_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/90a8f085cb/aa-439_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/91880078ce/aa-117_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/918d21e9e9/ca-62_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9224c0f9d0/aa-364_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/95c304fc3f/aa-372_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9606154f7e/ca-69a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9668ad9095/aa-169a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/99ca6c2ce0/ca-163_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9a61138255/ca-212_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9d30acc179/wa-132_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9d4f5a9f9b/aa-118_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9db4e0340a/ca-54_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/9eabb06a30/ca-109_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a05d10a430/aa-393_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a0b575cd0a/aa-420_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a116a2acb9/wa-172_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a1c329c87c/ca-20_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a309d6c01f/aa-161a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a3ea5905a4/wa-205_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a54941000b/ca-109a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a583b60347/ca-144_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a5d2175919/aa-297a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a636250c05/wa-51_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/a6c42445a3/wa-97_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/aa917f9bd2/aa-320_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ad4fadce45/wa-7_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/aeab6e1e92/aa-284_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/aeca940b25/wa-21_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/afc6554e24/aa-103_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/afd54bcf1c/aa-318_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b0142e8bdd/aa-437_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b15dbbb1da/wa-192_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b22665d272/aa-226_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b29212919d/wa-180_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b2af7d31de/ca-80_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b7041f30b2/aa-486_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b82e5a1fa5/ca-46a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b865e8e534/ca-208_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b9b9428869/ca-49a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/b9d722263f/aa-474_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/bd1d3ea2c0/aa-64_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/bd43451033/wa-13_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/be048301d7/aa-57_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/c03386967a/ca-112a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/c3039f173e/aa-144a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/c5ffd6ec48/aa-89a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/c8eedc7121/aa-87a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/c90ef78f29/aa-399_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/cbcbc7cbf2/ca-76a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/cdfeb4894e/aa-228a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/cef66bdcf4/aa-370_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/cf76acf2fb/aa-154B_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d182974a1f/wa-85_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d249fb8f8a/aa-148_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d5c4052358/aa-51_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d5d1558fdc/ca-135a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d642dff910/ca-45_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/d6a6e750aa/ca-107a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/da7e3a3922/aa-139_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/db03eeed9d/aa-163a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/dc79e00ee4/ca-40_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ddcbf71306/ca-97a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ddd33497a4/ca-224_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/de82675f81/ca-61_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e08a23ee4f/aa-506_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e105263a36/ca-178_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e319bfd3fb/aa-141_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e66d11ebba/aa-199_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e6d324ac2e/aa-261_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/e874237c06/ca-88a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ead6a98ad7/aa-241_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ebdcca7632/ca-17_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ec96c8850a/aa-349_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ed2fb583f0/wa-5_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f144a508e0/wa-36_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f28a3e7146/wa-28_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f2bf277a07/ca-155a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f4b7e3a22c/ca-39_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f5280d8fcb/aa-321_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f70ed20a15/aa-360_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f74ad7d0d1/ca-30_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/f9c6fabd05/ca-27_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/fb9c14b32c/ca-161_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/fc0e09f901/wa-163_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/fdfefe8a5f/ca-106_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/fe207f5356/ca-157a_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/assets/elawpdf/2010/ff5feb1938/wa-70_10.pdf,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7912,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7921,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7931,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7934,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7936,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7938,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7960,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7965,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7968,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7984,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7988,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7991,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7994,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/7996,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/8001,returned by alternate query but not primary query
2010,unjustifiably dismissed,https://determinations.era.govt.nz/determination/view/8002,returned by alternate query but not primary query
