year,era_citation,pdf_url,legal_outcome,monetary_outcome,paired,disagrees
2011,2011 NZERA Wellington 13,https://determinations.era.govt.nz/assets/elawpdf/2011/1851429d1d/2011_NZERA_Wellington_13.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 444,https://determinations.era.govt.nz/assets/elawpdf/2011/1a9a792774/2011_NZERA_Auckland_444.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 145,https://determinations.era.govt.nz/assets/elawpdf/2011/1ac6c2a06e/2011_NZERA_Christchurch_145.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 234,https://determinations.era.govt.nz/assets/elawpdf/2011/1b4c71900a/2011_NZERA_Auckland_234.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 66,https://determinations.era.govt.nz/assets/elawpdf/2011/1bd08f3e98/2011_NZERA_Christchurch_66.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 64,https://determinations.era.govt.nz/assets/elawpdf/2011/1da82d3eb7/2011_NZERA_Auckland_64.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 38,https://determinations.era.govt.nz/assets/elawpdf/2011/1db5178623/2011_NZERA_Wellington_38.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 493,https://determinations.era.govt.nz/assets/elawpdf/2011/1df0b7f97d/2011_NZERA_Auckland_493.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 198,https://determinations.era.govt.nz/assets/elawpdf/2011/2047dc6c97/2011_NZERA_Wellington_198.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 373,https://determinations.era.govt.nz/assets/elawpdf/2011/25a2a40f28/2011_NZERA_Auckland_373.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 56,https://determinations.era.govt.nz/assets/elawpdf/2011/25f6fab6e0/2011_NZERA_Christchurch_56.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 179,https://determinations.era.govt.nz/assets/elawpdf/2011/262ccc12f7/2011_NZERA_Auckland_179.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 197,https://determinations.era.govt.nz/assets/elawpdf/2011/28585e11a8/2011_NZERA_Wellington_197.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 15,https://determinations.era.govt.nz/assets/elawpdf/2011/28cbf81682/2011_NZERA_Christchurch_15.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 13,https://determinations.era.govt.nz/assets/elawpdf/2011/29175cabc7/2011_NZERA_Auckland_13.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 130,https://determinations.era.govt.nz/assets/elawpdf/2011/294877b139/2011_NZERA_Christchurch_130.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 319,https://determinations.era.govt.nz/assets/elawpdf/2011/2a7343b64b/2011_NZERA_Auckland_319.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 26,https://determinations.era.govt.nz/assets/elawpdf/2011/2aef476dcf/2011_NZERA_Wellington_26.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 27,https://determinations.era.govt.nz/assets/elawpdf/2011/2bf4d02f9a/2011_NZERA_Auckland_27.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 552,https://determinations.era.govt.nz/assets/elawpdf/2011/2c8e5e2987/2011_NZERA_Auckland_552.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 62,https://determinations.era.govt.nz/assets/elawpdf/2011/2cfd8bfb1a/2011_NZERA_Wellington_62.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 368,https://determinations.era.govt.nz/assets/elawpdf/2011/2d64d6f0ed/2011_NZERA_Auckland_368.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 165,https://determinations.era.govt.nz/assets/elawpdf/2011/2e666557ce/2011_NZERA_Christchurch_165.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 388,https://determinations.era.govt.nz/assets/elawpdf/2011/2ee8381dcd/2011_NZERA_Auckland_388.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 445,https://determinations.era.govt.nz/assets/elawpdf/2011/30e0a4aa2f/2011_NZERA_Auckland_445.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 164,https://determinations.era.govt.nz/assets/elawpdf/2011/32b15b371e/2011_NZERA_Christchurch_164.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 51,https://determinations.era.govt.nz/assets/elawpdf/2011/32e392c1ab/2011_NZERA_Christchurch_51.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 5,https://determinations.era.govt.nz/assets/elawpdf/2011/3326715a9a/2011_NZERA_Wellington_5.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 332,https://determinations.era.govt.nz/assets/elawpdf/2011/336f23e34d/2011_NZERA_Auckland_332.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 45,https://determinations.era.govt.nz/assets/elawpdf/2011/342ca6ae7f/2011_NZERA_Auckland_45.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 153,https://determinations.era.govt.nz/assets/elawpdf/2011/347c947361/2011_NZERA_Auckland_153.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Christchurch 195,https://determinations.era.govt.nz/assets/elawpdf/2011/3623b01c00/2011_NZERA_Christchurch_195.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Wellington 116,https://determinations.era.govt.nz/assets/elawpdf/2011/37a170ddb9/2011_NZERA_Wellington_116.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 9,https://determinations.era.govt.nz/assets/elawpdf/2011/3902118cec/2011_NZERA_Auckland_9.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 52,https://determinations.era.govt.nz/assets/elawpdf/2011/396fde05ce/2011_NZERA_Auckland_52.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 111,https://determinations.era.govt.nz/assets/elawpdf/2011/39c3c368a5/2011_NZERA_Wellington_111.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 157,https://determinations.era.govt.nz/assets/elawpdf/2011/3ad301723f/2011_NZERA_Auckland_157.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 101,https://determinations.era.govt.nz/assets/elawpdf/2011/3b529ea210/2011_NZERA_Auckland_101.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 534,https://determinations.era.govt.nz/assets/elawpdf/2011/3b6efd7b50/2011_NZERA_Auckland_534.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 320,https://determinations.era.govt.nz/assets/elawpdf/2011/3c35e7a791/2011_NZERA_Auckland_320.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Wellington 196,https://determinations.era.govt.nz/assets/elawpdf/2011/3c7a4126ba/2011_NZERA_Wellington_196.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 499,https://determinations.era.govt.nz/assets/elawpdf/2011/3f230d8cc7/2011_NZERA_Auckland_499.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 328,https://determinations.era.govt.nz/assets/elawpdf/2011/42616d0643/2011_NZERA_Auckland_328.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 268,https://determinations.era.govt.nz/assets/elawpdf/2011/4319227aa2/2011_NZERA_Auckland_268.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 497,https://determinations.era.govt.nz/assets/elawpdf/2011/448d3d61d6/2011_NZERA_Auckland_497.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 370,https://determinations.era.govt.nz/assets/elawpdf/2011/44cb3c80aa/2011_NZERA_Auckland_370.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 245,https://determinations.era.govt.nz/assets/elawpdf/2011/48497fbc1f/2011_NZERA_Auckland_245.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 131,https://determinations.era.govt.nz/assets/elawpdf/2011/49c8391721/2011_NZERA_Auckland_131.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 366,https://determinations.era.govt.nz/assets/elawpdf/2011/4de8eff6ae/2011_NZERA_Auckland_366.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 149,https://determinations.era.govt.nz/assets/elawpdf/2011/51f9814098/2011_NZERA_Auckland_149.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 76,https://determinations.era.govt.nz/assets/elawpdf/2011/522bb04036/2011_NZERA_Christchurch_76.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 153,https://determinations.era.govt.nz/assets/elawpdf/2011/52abfb645f/2011_NZERA_Wellington_153.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 143,https://determinations.era.govt.nz/assets/elawpdf/2011/545fc17fa8/2011_NZERA_Auckland_143.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 281,https://determinations.era.govt.nz/assets/elawpdf/2011/55dfc6e530/2011_NZERA_Auckland_281.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Christchurch 178,https://determinations.era.govt.nz/assets/elawpdf/2011/56f4899458/2011_NZERA_Christchurch_178.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 449,https://determinations.era.govt.nz/assets/elawpdf/2011/57a66406ca/2011_NZERA_Auckland_449.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 533,https://determinations.era.govt.nz/assets/elawpdf/2011/587dc0dada/2011_NZERA_Auckland_533.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 206,https://determinations.era.govt.nz/assets/elawpdf/2011/59ad8cd81f/2011_NZERA_Wellington_206.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 48,https://determinations.era.govt.nz/assets/elawpdf/2011/5c248b2654/2011_NZERA_Auckland_48.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 73,https://determinations.era.govt.nz/assets/elawpdf/2011/5d837592b0/2011_NZERA_Christchurch_73.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 14,https://determinations.era.govt.nz/assets/elawpdf/2011/5dec6e6c73/2011_NZERA_Christchurch_14.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 205,https://determinations.era.govt.nz/assets/elawpdf/2011/5e882f8083/2011_NZERA_Wellington_205.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 406,https://determinations.era.govt.nz/assets/elawpdf/2011/5ed9c16348/2011_NZERA_Auckland_406.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 60,https://determinations.era.govt.nz/assets/elawpdf/2011/5f0c756c97/2011_NZERA_Auckland_60.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 386,https://determinations.era.govt.nz/assets/elawpdf/2011/5f9196024f/2011_NZERA_Auckland_386.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 160,https://determinations.era.govt.nz/assets/elawpdf/2011/622dbef63c/2011_NZERA_Christchurch_160.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 111,https://determinations.era.govt.nz/assets/elawpdf/2011/62a06a77dc/2011_NZERA_Christchurch_111.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 289,https://determinations.era.govt.nz/assets/elawpdf/2011/6341fe1362/2011_NZERA_Auckland_289.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 8,https://determinations.era.govt.nz/assets/elawpdf/2011/64197cbbb5/2011_NZERA_Wellington_8.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 331,https://determinations.era.govt.nz/assets/elawpdf/2011/641feb8a41/2011_NZERA_Auckland_331.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 279,https://determinations.era.govt.nz/assets/elawpdf/2011/64248fa5ff/2011_NZERA_Auckland_279.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 496,https://determinations.era.govt.nz/assets/elawpdf/2011/646aa0e429/2011_NZERA_Auckland_496.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 342,https://determinations.era.govt.nz/assets/elawpdf/2011/64a112c072/2011_NZERA_Auckland_342.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 94,https://determinations.era.govt.nz/assets/elawpdf/2011/65198d8314/2011_NZERA_Auckland_94.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 37,https://determinations.era.govt.nz/assets/elawpdf/2011/65730a371e/2011_NZERA_Wellington_37.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 198,https://determinations.era.govt.nz/assets/elawpdf/2011/6934b324b7/2011_NZERA_Auckland_198.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 106,https://determinations.era.govt.nz/assets/elawpdf/2011/6a7672163d/2011_NZERA_Wellington_106.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Wellington 118,https://determinations.era.govt.nz/assets/elawpdf/2011/6abb83a5ef/2011_NZERA_Wellington_118.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 229,https://determinations.era.govt.nz/assets/elawpdf/2011/6b46eb16e8/2011_NZERA_Auckland_229.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Christchurch 155,https://determinations.era.govt.nz/assets/elawpdf/2011/6cedb230dd/2011_NZERA_Christchurch_155.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 116,https://determinations.era.govt.nz/assets/elawpdf/2011/6d60d492de/2011_NZERA_Christchurch_116.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 32,https://determinations.era.govt.nz/assets/elawpdf/2011/70c3543928/2011_NZERA_Wellington_32.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 443,https://determinations.era.govt.nz/assets/elawpdf/2011/715b9069ec/2011_NZERA_Auckland_443.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 408,https://determinations.era.govt.nz/assets/elawpdf/2011/71a5998f1a/2011_NZERA_Auckland_408.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 451,https://determinations.era.govt.nz/assets/elawpdf/2011/725bb5ba64/2011_NZERA_Auckland_451.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 197,https://determinations.era.govt.nz/assets/elawpdf/2011/73e27cfec2/2011_NZERA_Christchurch_197.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 296,https://determinations.era.govt.nz/assets/elawpdf/2011/74cdc2d56b/2011_NZERA_Auckland_296.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 6,https://determinations.era.govt.nz/assets/elawpdf/2011/75bb2bc7c1/2011_NZERA_Auckland_6.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 304,https://determinations.era.govt.nz/assets/elawpdf/2011/75e6d36073/2011_NZERA_Auckland_304.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Christchurch 18,https://determinations.era.govt.nz/assets/elawpdf/2011/7643dae919/2011_NZERA_Christchurch_18.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 523,https://determinations.era.govt.nz/assets/elawpdf/2011/767bb1be93/2011_NZERA_Auckland_523.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 439,https://determinations.era.govt.nz/assets/elawpdf/2011/76b3d76d54/2011_NZERA_Auckland_439.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 392,https://determinations.era.govt.nz/assets/elawpdf/2011/76c03eb022/2011_NZERA_Auckland_392.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 28,https://determinations.era.govt.nz/assets/elawpdf/2011/76ca143780/2011_NZERA_Christchurch_28.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 219,https://determinations.era.govt.nz/assets/elawpdf/2011/76ff666ce7/2011_NZERA_Auckland_219.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 415,https://determinations.era.govt.nz/assets/elawpdf/2011/7769669726/2011_NZERA_Auckland_415.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 125,https://determinations.era.govt.nz/assets/elawpdf/2011/78395a943b/2011_NZERA_Wellington_125.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 170,https://determinations.era.govt.nz/assets/elawpdf/2011/7899f32eea/2011_NZERA_Auckland_170.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 193,https://determinations.era.govt.nz/assets/elawpdf/2011/79e57ac52d/2011_NZERA_Auckland_193.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 108,https://determinations.era.govt.nz/assets/elawpdf/2011/7ac6f011e6/2011_NZERA_Christchurch_108.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Wellington 117,https://determinations.era.govt.nz/assets/elawpdf/2011/7c59cbee7d/2011_NZERA_Wellington_117.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 170,https://determinations.era.govt.nz/assets/elawpdf/2011/802ccaf3dc/2011_NZERA_Wellington_170.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 232,https://determinations.era.govt.nz/assets/elawpdf/2011/856f34bfcd/2011_NZERA_Auckland_232.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 419,https://determinations.era.govt.nz/assets/elawpdf/2011/862a7954a8/2011_NZERA_Auckland_419.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 214,https://determinations.era.govt.nz/assets/elawpdf/2011/86600a8d80/2011_NZERA_Auckland_214.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 230,https://determinations.era.govt.nz/assets/elawpdf/2011/87ca0a2636/2011_NZERA_Auckland_230.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 350,https://determinations.era.govt.nz/assets/elawpdf/2011/87d6716f28/2011_NZERA_Auckland_350.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 394,https://determinations.era.govt.nz/assets/elawpdf/2011/87ff1d5dd8/2011_NZERA_Auckland_394.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 399,https://determinations.era.govt.nz/assets/elawpdf/2011/88719a029c/2011_NZERA_Auckland_399.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 484,https://determinations.era.govt.nz/assets/elawpdf/2011/89324f3215/2011_NZERA_Auckland_484.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 507,https://determinations.era.govt.nz/assets/elawpdf/2011/8936e806e7/2011_NZERA_Auckland_507.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 102,https://determinations.era.govt.nz/assets/elawpdf/2011/8b4e8c7271/2011_NZERA_Auckland_102.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 113,https://determinations.era.govt.nz/assets/elawpdf/2011/8bfd7afbb6/2011_NZERA_Christchurch_113.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 17,https://determinations.era.govt.nz/assets/elawpdf/2011/8c8e790eba/2011_NZERA_Auckland_17.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 127,https://determinations.era.govt.nz/assets/elawpdf/2011/8c8fe92b99/2011_NZERA_Christchurch_127.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 427,https://determinations.era.govt.nz/assets/elawpdf/2011/8ca5c036a2/2011_NZERA_Auckland_427.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 438,https://determinations.era.govt.nz/assets/elawpdf/2011/8d74211bc9/2011_NZERA_Auckland_438.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Wellington 25,https://determinations.era.govt.nz/assets/elawpdf/2011/8e1cad0536/2011_NZERA_Wellington_25.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 380,https://determinations.era.govt.nz/assets/elawpdf/2011/8eb4c0681e/2011_NZERA_Auckland_380.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 262,https://determinations.era.govt.nz/assets/elawpdf/2011/8ec097d0be/2011_NZERA_Auckland_262.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 171,https://determinations.era.govt.nz/assets/elawpdf/2011/8f2ddb532b/2011_NZERA_Auckland_171.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 93,https://determinations.era.govt.nz/assets/elawpdf/2011/918dc23064/2011_NZERA_Auckland_93.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Wellington 154,https://determinations.era.govt.nz/assets/elawpdf/2011/92184a9441/2011_NZERA_Wellington_154.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 25,https://determinations.era.govt.nz/assets/elawpdf/2011/9299fd7f31/2011_NZERA_Auckland_25.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Wellington 179,https://determinations.era.govt.nz/assets/elawpdf/2011/9327d2e63e/2011_NZERA_Wellington_179.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 154,https://determinations.era.govt.nz/assets/elawpdf/2011/93326a4237/2011_NZERA_Auckland_154.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 456,https://determinations.era.govt.nz/assets/elawpdf/2011/9447f61d1f/2011_NZERA_Auckland_456.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 395,https://determinations.era.govt.nz/assets/elawpdf/2011/95d3f3d965/2011_NZERA_Auckland_395.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 330,https://determinations.era.govt.nz/assets/elawpdf/2011/96650ee100/2011_NZERA_Auckland_330.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 164,https://determinations.era.govt.nz/assets/elawpdf/2011/97f76cc65e/2011_NZERA_Wellington_164.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 140,https://determinations.era.govt.nz/assets/elawpdf/2011/9876ccf2ef/2011_NZERA_Auckland_140.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 204,https://determinations.era.govt.nz/assets/elawpdf/2011/98b64f7bc9/2011_NZERA_Christchurch_204.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 173,https://determinations.era.govt.nz/assets/elawpdf/2011/9955e16088/2011_NZERA_Christchurch_173.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 211,https://determinations.era.govt.nz/assets/elawpdf/2011/99cea4c9e9/2011_NZERA_Auckland_211.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 145,https://determinations.era.govt.nz/assets/elawpdf/2011/9b715300b5/2011_NZERA_Wellington_145.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 27,https://determinations.era.govt.nz/assets/elawpdf/2011/9b807c7e3d/2011_NZERA_Christchurch_27.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 44,https://determinations.era.govt.nz/assets/elawpdf/2011/9d13d0adf5/2011_NZERA_Wellington_44.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Wellington 11,https://determinations.era.govt.nz/assets/elawpdf/2011/9d27a3d781/2011_NZERA_Wellington_11.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Christchurch 7,https://determinations.era.govt.nz/assets/elawpdf/2011/9f3fd47fc7/2011_NZERA_Christchurch_7.pdf,employer_win,employee_win,yes,yes
2011,2011 NZERA Auckland 16,https://determinations.era.govt.nz/assets/elawpdf/2011/a1690f156a/2011_NZERA_Auckland_16.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 103,https://determinations.era.govt.nz/assets/elawpdf/2011/a1951082e0/2011_NZERA_Auckland_103.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 98,https://determinations.era.govt.nz/assets/elawpdf/2011/a2bfb82468/2011_NZERA_Auckland_98.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 106,https://determinations.era.govt.nz/assets/elawpdf/2011/a60e53c181/2011_NZERA_Christchurch_106.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 271,https://determinations.era.govt.nz/assets/elawpdf/2011/a6e15caaa8/2011_NZERA_Auckland_271.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 104,https://determinations.era.govt.nz/assets/elawpdf/2011/a72c890718/2011_NZERA_Auckland_104.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 14,https://determinations.era.govt.nz/assets/elawpdf/2011/a910c36927/2011_NZERA_Auckland_14.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 9,https://determinations.era.govt.nz/assets/elawpdf/2011/aa4627a036/2011_NZERA_Christchurch_9.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 80,https://determinations.era.govt.nz/assets/elawpdf/2011/aa79b67eb3/2011_NZERA_Auckland_80.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 463,https://determinations.era.govt.nz/assets/elawpdf/2011/ab330f3dc4/2011_NZERA_Auckland_463.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 195,https://determinations.era.govt.nz/assets/elawpdf/2011/ab33b3152a/2011_NZERA_Auckland_195.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 31,https://determinations.era.govt.nz/assets/elawpdf/2011/ad327f2f88/2011_NZERA_Christchurch_31.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Auckland 220,https://determinations.era.govt.nz/assets/elawpdf/2011/ad61fbeda2/2011_NZERA_Auckland_220.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 58,https://determinations.era.govt.nz/assets/elawpdf/2011/ae1f319f63/2011_NZERA_Christchurch_58.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 81,https://determinations.era.govt.nz/assets/elawpdf/2011/ae4b8dd9d9/2011_NZERA_Christchurch_81.pdf,employee_win,employer_win,yes,yes
2011,2011 NZERA Auckland 498,https://determinations.era.govt.nz/assets/elawpdf/2011/aefb1e7bb1/2011_NZERA_Auckland_498.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 48,https://determinations.era.govt.nz/assets/elawpdf/2011/b0611d586a/2011_NZERA_Christchurch_48.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 189,https://determinations.era.govt.nz/assets/elawpdf/2011/b089e94829/2011_NZERA_Christchurch_189.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 421,https://determinations.era.govt.nz/assets/elawpdf/2011/b1afdc333c/2011_NZERA_Auckland_421.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Christchurch 185,https://determinations.era.govt.nz/assets/elawpdf/2011/b1cddedc86/2011_NZERA_Christchurch_185.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Wellington 55,https://determinations.era.govt.nz/assets/elawpdf/2011/b1f19b7847/2011_NZERA_Wellington_55.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 32,https://determinations.era.govt.nz/assets/elawpdf/2011/b29181f4f6/2011_NZERA_Christchurch_32.pdf,employer_win,employer_win,yes,no
2011,2011 NZERA Auckland 468,https://determinations.era.govt.nz/assets/elawpdf/2011/b2b5b2a735/2011_NZERA_Auckland_468.pdf,employee_win,employee_win,yes,no
2011,2011 NZERA Christchurch 78,https://determinations.era.govt.nz/assets/elawpdf/2011/b39760fd8c/2011_NZERA_Christchurch_78.pdf,employer_win,employee_win,yes,yes
